CUSTOMER_ID,GENDER,POSTAL_CODE,CREDITLIMIT,MONETARY_VALUE,FREQUENCY,RECENCY,HAS_RECEIVED_TEST_MAILING,RESPONSE_TO_TEST_MAILING,ORDERDATE_WITHIN_6_MONTHS_OF_MAILING,NUMBER_OF_PRODUCTS_PURCHASED_IN_TEST_MAILING
1113,male,1120SZ,9527,1 low,3 high,1 low,yes,F,nap,0
1114,female,1277ZS,7577,1 low,3 high,1 low,yes,F,nap,0
1115,male,1507ES,3355,1 low,3 high,1 low,yes,F,nap,0
1116,female,1154SR,6973,2 medium,2 medi,3 high,yes,F,nap,0
1117,male,1755SQ,8916,2 medium,2 medi,3 high,yes,F,nap,0
1118,female,1158RY,5030,2 medium,3 high,3 high,yes,F,nap,0
1119,female,1858WZ,2533,3 high,1 low,1 low,yes,F,nap,0
1120,male,1370RW,3903,3 high,1 low,3 high,yes,F,nap,0
1121,female,1773QJ,5156,3 high,3 high,1 low,yes,F,nap,0
1122,male,1825SD,6457,2 medium,2 medi,3 high,yes,F,nap,0
1123,male,1020PT,1564,1 low,3 high,1 low,yes,F,nap,0
1124,female,1751AB,7000,1 low,3 high,1 low,yes,F,nap,0
1125,male,1175ZR,7722,3 high,2 medi,1 low,yes,F,nap,0
1126,female,1525IQ,4820,3 high,1 low,2 medium,yes,F,nap,0
1127,female,1874TS,4786,1 low,3 high,1 low,yes,F,nap,0
1128,male,1312WL,9723,2 medium,3 high,1 low,yes,F,nap,0
1129,male,1304UU,810,2 medium,2 medi,2 medium,yes,F,nap,0
1130,male,1818HT,2684,1 low,3 high,1 low,yes,F,nap,0
1131,male,1798ET,5707,1 low,3 high,1 low,yes,F,nap,0
1132,female,1934VR,1275,3 high,1 low,3 high,yes,F,nap,0
1133,male,1740OX,1157,3 high,2 medi,1 low,yes,F,nap,0
1134,female,1882XQ,8962,2 medium,2 medi,3 high,yes,F,nap,0
1135,female,1555TS,8218,3 high,3 high,1 low,yes,F,nap,0
1136,male,1064AS,9964,3 high,2 medi,1 low,yes,T,yes,3
1137,male,1406EB,6495,2 medium,3 high,1 low,yes,F,nap,0
1138,female,1805ZG,7818,1 low,3 high,1 low,yes,F,nap,0
1139,female,1795OD,1649,2 medium,3 high,1 low,yes,F,nap,0
1140,female,1009ZI,7808,3 high,1 low,3 high,yes,F,nap,0
1141,female,1059WZ,4444,3 high,3 high,1 low,yes,F,nap,0
1142,female,1291JV,4343,1 low,3 high,1 low,yes,F,nap,0
1143,male,1162WD,291,2 medium,2 medi,1 low,yes,F,nap,0
1144,female,1241OC,3275,3 high,3 high,1 low,yes,F,nap,0
1145,female,1597HC,957,2 medium,3 high,1 low,yes,F,nap,0
1146,male,1756AN,9612,1 low,3 high,1 low,yes,F,nap,0
1147,male,1584LU,1221,2 medium,3 high,1 low,yes,F,nap,0
1148,female,1098ZT,1423,1 low,3 high,1 low,yes,F,nap,0
1149,male,1560GB,9847,1 low,3 high,1 low,yes,F,nap,0
1150,female,1833RG,5740,1 low,3 high,1 low,yes,F,nap,0
1151,male,1782LQ,9975,2 medium,2 medi,3 high,yes,F,nap,0
1152,male,1882AJ,1727,2 medium,3 high,1 low,yes,F,nap,0
1153,female,1222HO,8908,1 low,3 high,2 medium,yes,F,nap,0
1154,female,1468MM,2633,1 low,3 high,1 low,yes,F,nap,0
1155,female,1165LD,4991,1 low,3 high,1 low,yes,F,nap,0
1156,female,1359CZ,4830,3 high,3 high,1 low,yes,F,nap,0
1157,female,1101QJ,5599,1 low,3 high,1 low,yes,F,nap,0
1158,male,1220FA,5815,2 medium,2 medi,1 low,yes,F,nap,0
1159,female,1529KJ,4974,3 high,1 low,2 medium,yes,F,nap,0
1160,male,1256VC,5904,2 medium,1 low,3 high,yes,F,nap,0
1161,female,1450GQ,4866,3 high,1 low,1 low,yes,F,nap,0
1162,female,1961XK,2105,3 high,2 medi,1 low,yes,F,nap,0
1163,female,1961BP,5031,1 low,3 high,1 low,yes,F,nap,0
1164,female,1966IK,5863,2 medium,2 medi,1 low,yes,F,nap,0
1165,female,1961YK,8666,1 low,3 high,1 low,yes,F,nap,0
1166,male,1782GE,6818,1 low,3 high,1 low,yes,F,nap,0
1167,female,1339TD,8958,2 medium,2 medi,3 high,yes,F,nap,0
1168,female,1450IK,8119,1 low,3 high,1 low,yes,F,nap,0
1169,female,1871FR,1017,1 low,3 high,1 low,yes,F,nap,0
1170,male,1884KD,5605,1 low,3 high,1 low,yes,F,nap,0
1171,female,1425LX,7686,2 medium,3 high,1 low,yes,F,nap,0
1172,male,1526GX,4706,2 medium,2 medi,1 low,yes,F,nap,0
1173,male,1849II,7523,3 high,2 medi,3 high,yes,F,nap,0
1174,male,1683JB,8885,3 high,3 high,1 low,yes,F,nap,0
1175,male,1374SA,9873,2 medium,3 high,1 low,yes,F,nap,0
1176,female,1181BM,1963,3 high,1 low,2 medium,yes,F,nap,0
1177,female,1707SC,9353,1 low,3 high,1 low,yes,F,nap,0
1178,female,1308BE,292,1 low,3 high,1 low,yes,F,nap,0
1179,male,1030FK,6963,3 high,1 low,1 low,yes,T,yes,3
1180,male,1664YM,9429,1 low,3 high,1 low,yes,F,nap,0
1181,female,1494CE,6607,1 low,3 high,3 high,yes,F,nap,0
1182,female,1504GZ,4502,2 medium,3 high,3 high,yes,F,nap,0
1183,female,1623EY,4399,3 high,1 low,3 high,yes,T,yes,2
1184,female,1989HR,7220,1 low,3 high,2 medium,yes,F,nap,0
1185,female,1201SU,5064,2 medium,3 high,1 low,yes,F,nap,0
1186,male,1929OI,3982,1 low,3 high,1 low,yes,F,nap,0
1187,female,1875TT,9447,2 medium,3 high,1 low,yes,F,nap,0
1188,female,1634XK,458,1 low,2 medi,3 high,yes,F,nap,0
1189,female,1454QB,7400,2 medium,3 high,1 low,yes,F,nap,0
1190,male,1656KX,4047,1 low,3 high,1 low,yes,F,nap,0
1191,female,1896EL,718,2 medium,3 high,1 low,yes,F,nap,0
1192,male,1041AN,4955,3 high,2 medi,1 low,yes,T,yes,2
1193,male,1021WW,4848,2 medium,3 high,1 low,yes,T,yes,2
1194,female,1071EI,2380,3 high,1 low,2 medium,yes,F,nap,0
1195,male,1687GQ,4920,1 low,3 high,1 low,yes,F,nap,0
1196,female,1914AX,3336,3 high,3 high,1 low,yes,F,nap,0
1197,female,1507NI,4581,3 high,1 low,1 low,yes,F,nap,0
1198,female,1772RJ,3016,1 low,3 high,2 medium,yes,F,nap,0
1199,male,1634VR,7448,3 high,2 medi,1 low,yes,F,nap,0
1200,male,1325VF,5190,3 high,1 low,3 high,yes,F,nap,0
1201,female,1660AW,4136,1 low,3 high,1 low,yes,F,nap,0
1202,male,1477UH,2469,2 medium,3 high,1 low,yes,F,nap,0
1203,female,1814NO,1904,3 high,3 high,1 low,yes,T,yes,2
1204,male,1607ZU,8728,3 high,1 low,1 low,yes,F,nap,0
1205,male,1461GA,7102,3 high,1 low,1 low,yes,F,nap,0
1206,female,1312MR,3719,2 medium,1 low,2 medium,yes,F,nap,0
1207,female,1496PF,5780,2 medium,3 high,1 low,yes,F,nap,0
1208,female,1258LX,2000,2 medium,2 medi,1 low,yes,F,nap,0
1209,female,1637BJ,2633,1 low,2 medi,1 low,yes,F,nap,0
1210,female,1520CX,2961,2 medium,3 high,1 low,yes,F,nap,0
1211,female,1033QE,423,1 low,2 medi,1 low,yes,F,nap,0
1212,female,1640XO,5185,3 high,1 low,2 medium,yes,F,nap,0
1213,female,1748QS,7116,3 high,1 low,2 medium,yes,F,nap,0
1214,female,1560MG,4662,2 medium,1 low,2 medium,yes,F,nap,0
1215,male,1769WC,107,1 low,2 medi,2 medium,yes,F,nap,0
1216,female,1279QV,110,3 high,2 medi,1 low,yes,F,nap,0
1217,female,1297YW,6010,3 high,1 low,2 medium,yes,F,nap,0
1218,male,1799HV,3849,3 high,1 low,2 medium,yes,F,nap,0
1219,male,1540ZX,9235,1 low,3 high,1 low,yes,F,nap,0
1220,female,1966ZJ,8075,2 medium,2 medi,1 low,yes,F,nap,0
1221,male,1821HT,1046,1 low,3 high,1 low,yes,F,nap,0
1222,female,1624PJ,1164,1 low,3 high,1 low,yes,F,nap,0
1223,female,1767HN,788,2 medium,2 medi,2 medium,yes,F,nap,0
1224,female,1056TQ,3834,1 low,3 high,2 medium,yes,F,nap,0
1225,female,1605UY,8675,1 low,3 high,1 low,yes,F,nap,0
1226,female,1932OJ,8548,1 low,3 high,3 high,yes,F,nap,0
1227,female,1163MK,1374,3 high,1 low,1 low,yes,F,nap,0
1228,male,1365DY,3422,1 low,3 high,1 low,yes,F,nap,0
1229,female,1765XI,6820,1 low,2 medi,2 medium,yes,F,nap,0
1230,female,1839AK,898,2 medium,3 high,1 low,yes,F,nap,0
1231,female,1628BW,7991,2 medium,1 low,1 low,yes,F,nap,0
1232,female,1875IU,907,3 high,2 medi,1 low,yes,F,nap,0
1233,male,1758RS,3772,3 high,2 medi,1 low,yes,F,nap,0
1234,male,1769NM,7290,3 high,3 high,1 low,yes,F,nap,0
1235,female,1152QJ,3072,2 medium,1 low,2 medium,yes,F,nap,0
1236,male,1237MZ,2371,1 low,3 high,1 low,yes,F,nap,0
1237,male,1283JT,1103,1 low,3 high,1 low,yes,F,nap,0
1238,female,1765VD,7727,3 high,3 high,1 low,yes,F,nap,0
1239,female,1112AM,2316,3 high,1 low,1 low,yes,F,nap,0
1240,female,1457QJ,345,2 medium,2 medi,2 medium,yes,F,nap,0
1241,female,1574HH,1486,2 medium,2 medi,3 high,yes,F,nap,0
1242,male,1380YU,3731,2 medium,3 high,1 low,yes,F,nap,0
1243,male,1778XG,4831,3 high,1 low,3 high,yes,F,nap,0
1244,female,1212LX,8417,1 low,3 high,1 low,yes,F,nap,0
1245,female,1506UB,3758,1 low,3 high,3 high,yes,F,nap,0
1246,male,1385DH,9563,2 medium,2 medi,1 low,yes,F,nap,0
1247,male,1009ZS,5868,2 medium,3 high,1 low,yes,T,yes,3
1248,female,1939IB,125,1 low,2 medi,3 high,yes,F,nap,0
1249,male,1495ZC,2432,1 low,3 high,1 low,yes,F,nap,0
1250,female,1262SC,8344,1 low,3 high,1 low,yes,F,nap,0
1251,female,1146RM,5893,1 low,3 high,2 medium,yes,F,nap,0
1252,male,1542YK,177,3 high,1 low,2 medium,yes,F,nap,0
1253,female,1792HF,1689,3 high,1 low,1 low,yes,F,nap,0
1254,female,1109NY,2206,2 medium,3 high,1 low,yes,F,nap,0
1255,male,1527NF,2254,1 low,3 high,1 low,yes,F,nap,0
1256,male,1686OL,2270,3 high,2 medi,1 low,yes,F,nap,0
1257,female,1591WW,1499,3 high,1 low,3 high,yes,F,nap,0
1258,female,1337KZ,9488,1 low,3 high,3 high,yes,F,nap,0
1259,male,1177HL,1466,3 high,1 low,1 low,yes,F,nap,0
1260,male,1505HJ,8617,3 high,3 high,1 low,yes,F,nap,0
1261,female,1722CO,537,3 high,2 medi,1 low,yes,F,nap,0
1262,male,1770PJ,9345,1 low,2 medi,3 high,yes,F,nap,0
1263,female,1508QG,9354,1 low,2 medi,1 low,yes,F,nap,0
1264,male,1491NV,9461,2 medium,2 medi,2 medium,yes,F,nap,0
1265,female,1355DO,5078,2 medium,1 low,3 high,yes,F,nap,0
1266,female,1151JP,644,3 high,1 low,2 medium,yes,F,nap,0
1267,female,1622GM,8260,2 medium,2 medi,1 low,yes,F,nap,0
1268,male,1205HD,5363,2 medium,1 low,3 high,yes,F,nap,0
1269,female,1900QP,4677,2 medium,3 high,1 low,yes,F,nap,0
1270,male,1230MO,1483,1 low,3 high,1 low,yes,F,nap,0
1271,male,1811FD,5481,2 medium,3 high,1 low,yes,F,nap,0
1272,female,1767WE,6728,3 high,1 low,1 low,yes,F,nap,0
1273,female,1506CQ,5529,1 low,2 medi,1 low,yes,F,nap,0
1274,female,1875SR,3179,1 low,3 high,2 medium,yes,F,nap,0
1275,male,1256UG,29,3 high,1 low,1 low,yes,F,nap,0
1276,female,1568TG,1623,3 high,2 medi,2 medium,yes,F,nap,0
1277,male,1759QH,4453,2 medium,3 high,1 low,yes,F,nap,0
1278,female,1369HV,5317,3 high,3 high,1 low,yes,F,nap,0
1279,female,1726RZ,3218,2 medium,3 high,1 low,yes,F,nap,0
1280,male,1556HA,4225,1 low,3 high,1 low,yes,F,nap,0
1281,female,1986VF,6716,2 medium,1 low,3 high,yes,F,nap,0
1282,female,1708RR,5277,3 high,2 medi,1 low,yes,F,nap,0
1283,female,1679PI,8188,2 medium,2 medi,3 high,yes,F,nap,0
1284,male,1148AW,3723,1 low,2 medi,2 medium,yes,F,nap,0
1285,female,1953GD,7249,1 low,3 high,1 low,yes,F,nap,0
1286,male,1899QR,8822,1 low,3 high,1 low,yes,F,nap,0
1287,female,1164KS,3886,1 low,3 high,1 low,yes,F,nap,0
1288,female,1123JW,7224,3 high,2 medi,1 low,yes,F,nap,0
1289,female,1566WS,1240,3 high,1 low,3 high,yes,F,nap,0
1290,female,1270EI,8546,1 low,3 high,1 low,yes,F,nap,0
1291,female,1116CJ,1194,1 low,2 medi,2 medium,yes,F,nap,0
1292,female,1923AG,5881,1 low,3 high,1 low,yes,F,nap,0
1293,female,1766NQ,882,3 high,3 high,1 low,yes,T,yes,1
1294,female,1554GT,6166,3 high,2 medi,1 low,yes,F,nap,0
1295,female,1262LT,3075,3 high,1 low,3 high,yes,F,nap,0
1296,male,1757HP,6115,1 low,3 high,1 low,yes,F,nap,0
1297,female,1237RO,3204,1 low,3 high,2 medium,yes,F,nap,0
1298,female,1807SI,8643,2 medium,2 medi,3 high,yes,F,nap,0
1299,male,1016FE,6237,3 high,3 high,1 low,yes,T,yes,1
1300,female,1098AE,4665,2 medium,1 low,3 high,yes,F,nap,0
1301,female,1102BQ,5743,2 medium,1 low,3 high,yes,F,nap,0
1302,female,1493WD,1101,2 medium,2 medi,3 high,yes,F,nap,0
1303,female,1182HI,9579,3 high,1 low,3 high,yes,F,nap,0
1304,female,1576BY,876,3 high,1 low,3 high,yes,F,nap,0
1305,female,1619CK,2680,2 medium,2 medi,1 low,yes,F,nap,0
1306,female,1792KI,7415,3 high,2 medi,1 low,yes,F,nap,0
1307,male,1653UB,9248,2 medium,3 high,1 low,yes,F,nap,0
1308,male,1296DL,8993,3 high,1 low,2 medium,yes,F,nap,0
1309,female,1691CM,7121,3 high,1 low,3 high,yes,F,nap,0
1310,male,1499AR,2500,2 medium,2 medi,2 medium,yes,F,nap,0
1311,male,1912MC,3693,3 high,1 low,2 medium,yes,F,nap,0
1312,male,1119MS,4907,2 medium,1 low,2 medium,yes,F,nap,0
1313,female,1557VZ,6780,2 medium,3 high,1 low,yes,T,yes,2
1314,female,1522UZ,6294,2 medium,2 medi,1 low,yes,F,nap,0
1315,male,1529ZJ,7656,2 medium,2 medi,3 high,yes,F,nap,0
1316,male,1773LC,8443,2 medium,3 high,2 medium,yes,F,nap,0
1317,female,1892VG,110,3 high,1 low,3 high,yes,F,nap,0
1318,male,1782BE,1586,2 medium,3 high,1 low,yes,F,nap,0
1319,male,1864CW,7218,3 high,3 high,1 low,yes,F,nap,0
1320,male,1751LZ,1190,1 low,3 high,2 medium,yes,F,nap,0
1321,female,1516SE,3049,1 low,3 high,1 low,yes,F,nap,0
1322,female,1518ZE,6297,2 medium,1 low,3 high,yes,F,nap,0
1323,female,1967VI,4863,1 low,3 high,1 low,yes,F,nap,0
1324,female,1608HO,2174,1 low,2 medi,2 medium,yes,F,nap,0
1325,female,1684AK,8544,1 low,3 high,1 low,yes,F,nap,0
1326,female,1977HS,239,3 high,2 medi,1 low,yes,F,nap,0
1327,female,1077WY,689,1 low,3 high,1 low,yes,F,nap,0
1328,female,1663EK,5063,1 low,3 high,1 low,yes,F,nap,0
1329,female,1792BB,6071,3 high,3 high,1 low,yes,F,nap,0
1330,male,1526AO,4631,2 medium,3 high,1 low,yes,F,nap,0
1331,male,1718JZ,8540,2 medium,1 low,2 medium,yes,F,nap,0
1332,male,1501FM,7235,2 medium,3 high,1 low,yes,F,nap,0
1333,male,1474PN,9455,3 high,2 medi,3 high,yes,T,nap,0
1334,female,1343IQ,9924,1 low,3 high,1 low,yes,F,nap,0
1335,male,1010JJ,6146,3 high,1 low,3 high,yes,F,nap,0
1336,female,1271LZ,2517,1 low,3 high,2 medium,yes,F,nap,0
1337,male,1104ZJ,3628,2 medium,2 medi,3 high,yes,F,nap,0
1338,female,1919LH,2552,3 high,3 high,1 low,yes,F,nap,0
1339,female,1956TM,9559,3 high,1 low,3 high,yes,F,nap,0
1340,female,1782MF,3025,2 medium,3 high,1 low,yes,F,nap,0
1341,male,1692OQ,6914,2 medium,3 high,1 low,yes,F,nap,0
1342,male,1763SJ,7223,2 medium,2 medi,2 medium,yes,F,nap,0
1343,male,1752WJ,1598,2 medium,3 high,1 low,yes,F,nap,0
1344,female,1215BT,9129,2 medium,1 low,2 medium,yes,F,nap,0
1345,male,1793XD,546,3 high,2 medi,1 low,yes,F,nap,0
1346,female,1293PE,9205,1 low,3 high,1 low,yes,F,nap,0
1347,female,1682XC,8601,2 medium,1 low,3 high,yes,F,nap,0
1348,male,1804DI,4064,2 medium,2 medi,2 medium,yes,F,nap,0
1349,female,1395CZ,961,2 medium,3 high,1 low,yes,F,nap,0
1350,male,1547CM,3843,2 medium,3 high,1 low,yes,F,nap,0
1351,female,1616BH,3788,3 high,2 medi,1 low,yes,F,nap,0
1352,male,1958HQ,8361,3 high,2 medi,3 high,yes,T,nap,0
1353,female,1630UK,4848,3 high,3 high,1 low,yes,F,nap,0
1354,female,1071VB,1621,1 low,3 high,2 medium,yes,F,nap,0
1355,female,1919PG,4009,3 high,1 low,3 high,yes,F,nap,0
1356,male,1145YE,9992,2 medium,2 medi,3 high,yes,F,nap,0
1357,male,1864AN,3140,2 medium,1 low,3 high,yes,F,nap,0
1358,female,1828GA,2141,1 low,3 high,1 low,yes,F,nap,0
1359,female,1140VR,6500,1 low,3 high,1 low,yes,F,nap,0
1360,female,1795UV,6032,2 medium,1 low,2 medium,yes,F,nap,0
1361,female,1008GT,8831,1 low,3 high,2 medium,yes,F,nap,0
1362,female,1296HC,9184,3 high,2 medi,1 low,yes,F,nap,0
1363,male,1718EW,3935,1 low,3 high,1 low,yes,F,nap,0
1364,male,1406LH,5570,2 medium,2 medi,2 medium,yes,F,nap,0
1365,male,1606YS,3731,2 medium,3 high,1 low,yes,F,nap,0
1366,female,1567AX,8527,3 high,1 low,3 high,yes,F,nap,0
1367,female,1483JK,6718,2 medium,3 high,1 low,yes,F,nap,0
1368,female,1438GH,5843,1 low,3 high,1 low,yes,F,nap,0
1369,male,1744TF,757,3 high,3 high,1 low,yes,F,nap,0
1370,female,1244QY,6398,2 medium,1 low,3 high,yes,F,nap,0
1371,female,1554WF,2500,1 low,3 high,1 low,yes,F,nap,0
1372,female,1018RM,677,2 medium,2 medi,1 low,yes,F,nap,0
1373,male,1149JN,1751,1 low,2 medi,2 medium,yes,F,nap,0
1374,female,1947LI,64,2 medium,2 medi,3 high,yes,F,nap,0
1375,female,1236RH,2931,2 medium,2 medi,2 medium,yes,F,nap,0
1376,female,1230ZE,3852,1 low,3 high,3 high,yes,F,nap,0
1377,male,1484UZ,3165,3 high,3 high,1 low,yes,F,nap,0
1378,female,1809LK,120,3 high,1 low,3 high,yes,F,nap,0
1379,male,1126HV,9791,3 high,2 medi,3 high,yes,T,nap,0
1380,female,1829ZP,7546,2 medium,2 medi,3 high,yes,F,nap,0
1381,female,1851IA,4952,1 low,3 high,1 low,yes,F,nap,0
1382,male,1378WL,1705,3 high,2 medi,1 low,yes,F,nap,0
1383,female,1608WN,5130,3 high,1 low,1 low,yes,F,nap,0
1384,male,1134XX,8466,2 medium,2 medi,1 low,yes,F,nap,0
1385,female,1695SI,1788,2 medium,3 high,1 low,yes,F,nap,0
1386,female,1713EB,5093,1 low,3 high,1 low,yes,F,nap,0
1387,female,1159GJ,168,2 medium,3 high,1 low,yes,F,nap,0
1388,male,1922GE,6295,2 medium,2 medi,3 high,yes,F,nap,0
1389,female,1894DA,5356,3 high,2 medi,3 high,yes,T,nap,0
1390,female,1093BF,5217,3 high,3 high,1 low,yes,F,nap,0
1391,female,1439CV,9275,3 high,2 medi,1 low,yes,F,nap,0
1392,male,1541IQ,8749,3 high,2 medi,1 low,yes,F,nap,0
1393,male,1470VJ,9404,2 medium,3 high,2 medium,yes,F,nap,0
1394,female,1505RA,1182,3 high,2 medi,1 low,yes,F,nap,0
1395,male,1402UP,6727,2 medium,2 medi,2 medium,yes,F,nap,0
1396,female,1398JP,9398,3 high,1 low,3 high,yes,F,nap,0
1397,female,1283VY,3725,3 high,2 medi,1 low,yes,F,nap,0
1398,female,1153RA,3024,2 medium,3 high,1 low,yes,F,nap,0
1399,male,1790KI,2831,1 low,3 high,1 low,yes,F,nap,0
1400,female,1067UM,3350,2 medium,2 medi,3 high,yes,F,nap,0
1401,male,1130AA,1988,1 low,3 high,2 medium,yes,F,nap,0
1402,female,1354HV,7833,3 high,2 medi,1 low,yes,F,nap,0
1403,male,1432PA,4069,1 low,3 high,1 low,yes,F,nap,0
1404,male,1785IG,1679,2 medium,3 high,1 low,yes,F,nap,0
1405,female,1849KO,4018,3 high,2 medi,3 high,yes,T,nap,0
1406,female,1040RZ,2670,3 high,2 medi,1 low,yes,F,nap,0
1407,female,1548IB,4765,2 medium,2 medi,2 medium,yes,F,nap,0
1408,male,1552NN,8804,3 high,2 medi,3 high,yes,T,nap,0
1409,female,1016UI,9788,3 high,1 low,3 high,yes,F,nap,0
1410,male,1057JK,5153,3 high,3 high,1 low,yes,T,yes,2
1411,male,1248FT,2762,3 high,1 low,3 high,yes,F,nap,0
1412,female,1835HO,1384,2 medium,3 high,1 low,yes,F,nap,0
1413,female,1048FK,7236,1 low,3 high,1 low,yes,F,nap,0
1414,female,1065DF,8516,1 low,2 medi,1 low,yes,F,nap,0
1415,female,1027PC,13,3 high,3 high,1 low,yes,F,nap,0
1416,female,1662DA,3999,3 high,2 medi,1 low,yes,F,nap,0
1417,female,1298VC,1789,1 low,3 high,1 low,yes,F,nap,0
1418,female,1037KA,2827,1 low,3 high,1 low,yes,F,nap,0
1419,male,1474XX,2108,2 medium,1 low,2 medium,yes,F,nap,0
1420,female,1328DM,811,2 medium,2 medi,3 high,yes,F,nap,0
1421,male,1561BJ,3114,2 medium,2 medi,3 high,yes,F,nap,0
1422,female,1560YJ,8345,1 low,3 high,3 high,yes,F,nap,0
1423,female,1962EQ,7784,3 high,2 medi,1 low,yes,F,nap,0
1424,female,1088CK,2944,2 medium,2 medi,1 low,yes,F,nap,0
1425,female,1370OR,2942,3 high,1 low,2 medium,yes,F,nap,0
1426,female,1539OF,1201,2 medium,3 high,1 low,yes,F,nap,0
1427,female,1360TD,8453,3 high,1 low,2 medium,yes,F,nap,0
1428,female,1864LJ,2912,1 low,3 high,1 low,yes,F,nap,0
1429,male,1694CF,4588,3 high,2 medi,1 low,yes,F,nap,0
1430,female,1887JM,9525,1 low,2 medi,1 low,yes,F,nap,0
1431,male,1917PU,3253,3 high,2 medi,1 low,yes,F,nap,0
1432,female,1744XO,4766,2 medium,3 high,2 medium,yes,F,nap,0
1433,male,1848EE,2471,3 high,3 high,1 low,yes,F,nap,0
1434,female,1635XK,202,2 medium,3 high,1 low,yes,F,nap,0
1435,female,1580TX,1340,3 high,1 low,3 high,yes,F,nap,0
1436,male,1275AV,5757,1 low,3 high,1 low,yes,F,nap,0
1437,female,1579LJ,4402,2 medium,3 high,1 low,yes,F,nap,0
1438,female,1628CG,81,3 high,2 medi,1 low,yes,F,nap,0
1439,female,1679DZ,3100,2 medium,2 medi,1 low,yes,F,nap,0
1440,female,1371ND,6481,2 medium,3 high,1 low,yes,F,nap,0
1441,female,1977FE,1105,1 low,3 high,1 low,yes,F,nap,0
1442,female,1823FC,4878,3 high,2 medi,1 low,yes,F,nap,0
1443,female,1836XC,9049,2 medium,2 medi,1 low,yes,F,nap,0
1444,male,1610GL,9772,1 low,3 high,1 low,yes,F,nap,0
1445,male,1372JG,5733,2 medium,2 medi,3 high,yes,F,nap,0
1446,female,1194HO,4852,2 medium,3 high,1 low,yes,F,nap,0
1447,male,1660TG,2742,1 low,3 high,1 low,yes,F,nap,0
1448,male,1734HA,1922,1 low,3 high,1 low,yes,F,nap,0
1449,male,1028EK,3,3 high,3 high,1 low,yes,T,yes,4
1450,female,1226PK,8166,3 high,1 low,3 high,yes,F,nap,0
1451,female,1451UT,6901,2 medium,3 high,1 low,yes,F,nap,0
1452,female,1548VC,500,1 low,3 high,1 low,yes,F,nap,0
1453,male,1452CF,8796,2 medium,2 medi,2 medium,yes,F,nap,0
1454,female,1018FJ,9334,1 low,3 high,1 low,yes,F,nap,0
1455,female,1097YA,9098,1 low,3 high,1 low,yes,F,nap,0
1456,male,1024ZL,5575,3 high,3 high,1 low,yes,T,yes,1
1457,male,1691SS,7365,3 high,3 high,1 low,yes,F,nap,0
1458,male,1186BT,2585,1 low,3 high,1 low,yes,F,nap,0
1459,female,1176NB,647,3 high,2 medi,3 high,yes,T,nap,0
1460,male,1993JP,8606,3 high,2 medi,1 low,yes,F,nap,0
1461,female,1627WH,7007,2 medium,1 low,2 medium,yes,F,nap,0
1462,female,1758DE,1376,1 low,3 high,1 low,yes,F,nap,0
1463,male,1053EO,5056,2 medium,3 high,1 low,yes,T,yes,2
1464,male,1856NV,9819,2 medium,2 medi,3 high,yes,F,nap,0
1465,male,1685VT,127,1 low,3 high,1 low,yes,F,nap,0
1466,female,1278XD,4079,1 low,3 high,1 low,yes,F,nap,0
1467,male,1984EI,3080,1 low,2 medi,1 low,yes,F,nap,0
1468,male,1873YN,9873,3 high,1 low,3 high,yes,F,nap,0
1469,female,1728KT,8055,2 medium,2 medi,1 low,yes,F,nap,0
1470,female,1701EO,1177,2 medium,3 high,1 low,yes,F,nap,0
1471,female,1814DG,5009,2 medium,3 high,1 low,yes,F,nap,0
1472,male,1072GS,1075,3 high,2 medi,1 low,yes,T,yes,2
1473,female,1956TQ,6730,2 medium,3 high,1 low,yes,F,nap,0
1474,male,1098HX,2640,1 low,3 high,1 low,yes,T,yes,2
1475,female,1277DS,2958,1 low,3 high,2 medium,yes,F,nap,0
1476,female,1340MQ,2437,3 high,1 low,3 high,yes,F,nap,0
1477,male,1610LO,8363,1 low,3 high,2 medium,yes,F,nap,0
1478,female,1754DQ,9593,2 medium,2 medi,3 high,yes,F,nap,0
1479,female,1095EX,4851,2 medium,3 high,1 low,yes,F,nap,0
1480,female,1935NW,9193,1 low,3 high,1 low,yes,F,nap,0
1481,female,1670ZI,1581,2 medium,2 medi,3 high,yes,F,nap,0
1482,male,1267MK,1685,2 medium,1 low,2 medium,yes,F,nap,0
1483,female,1679AL,547,1 low,3 high,3 high,yes,F,nap,0
1484,female,1972GZ,5090,3 high,1 low,3 high,yes,F,nap,0
1485,male,1955YH,324,1 low,3 high,1 low,yes,F,nap,0
1486,female,1452IX,4297,3 high,3 high,1 low,yes,F,nap,0
1487,male,1630EO,1985,2 medium,2 medi,3 high,yes,F,nap,0
1488,male,1536XA,9140,2 medium,1 low,3 high,yes,F,nap,0
1489,female,1023YW,7825,1 low,3 high,1 low,yes,F,nap,0
1490,female,1034MN,4214,2 medium,1 low,2 medium,yes,F,nap,0
1491,female,1838YF,2079,2 medium,3 high,1 low,yes,F,nap,0
1492,female,1173HY,3441,1 low,2 medi,2 medium,yes,F,nap,0
1493,female,1869CO,3368,3 high,1 low,3 high,yes,F,nap,0
1494,male,1354TU,9151,3 high,1 low,3 high,yes,F,nap,0
1495,female,1383XY,4240,3 high,2 medi,1 low,yes,F,nap,0
1496,female,1592OF,2701,3 high,2 medi,1 low,yes,F,nap,0
1497,female,1830RT,2877,1 low,3 high,1 low,yes,F,nap,0
